incident_id,user_id,Incident_Description,Root_Cause,Resolution,Solution,Business_Impact,Subcategory_Id,created_at,updated_at,severity
43440424,3,Error reported in Warehouse Stock Errors: data corruption. Impact on service reliability observed.,Error reported in Warehouse Stock Errors: failed API calls. Impact on critical operations observed.,"Operational downtime in Warehouse Stock Errors traced to unauthorized access, causing service inconsistency.",Error reported in Warehouse Stock Errors: failed API calls. Impact on critical operations observed.,Minimal impact caused by service downtime in Warehouse Stock Errors.,504,2024-10-23 03:19:52,,Low
83620919,9,"Service disruption in Incorrect Order Shipment due to network misconfiguration, leading to business disruption.","User reported Incorrect Order Shipment issue causing service inconsistency, impacting user satisfaction and business operations.",Error reported in Incorrect Order Shipment: failed API calls. Impact on service reliability observed.,"Operational downtime in Incorrect Order Shipment traced to unauthorized access, causing client dissatisfaction.",Critical issue in Incorrect Order Shipment causing service inconsistency.,505,2024-10-09 15:58:09,,High
43039772,10,"Operational downtime in Order Cancellation Failed traced to resource overload, causing business disruption.","System encountered frequent errors in Order Cancellation Failed, resulting in client dissatisfaction.","Service disruption in Order Cancellation Failed due to network misconfiguration, leading to revenue loss.",Error reported in Order Cancellation Failed: frequent errors. Impact on end-user experience observed.,Critical issue in Order Cancellation Failed causing revenue loss.,506,2024-10-06 08:48:00,2024-10-15 14:31:29,High
90227417,2,"System encountered failed API calls in Order Not Received, resulting in client dissatisfaction.","Service disruption in Order Not Received due to network misconfiguration, leading to revenue loss.","Service disruption in Order Not Received due to resource overload, leading to service inconsistency.","User reported Order Not Received issue causing business disruption, impacting user satisfaction and business operations.",Moderate disruption observed in Order Not Received due to service downtime.,507,2024-10-13 22:54:11,2024-10-14 11:25:04,Medium
36000829,1,"System encountered data corruption in Return Not Processed, resulting in service inconsistency.","Service disruption in Return Not Processed due to unauthorized access, leading to business disruption.","Service disruption in Return Not Processed due to unauthorized access, leading to revenue loss.",Error reported in Return Not Processed: data corruption. Impact on critical operations observed.,Minimal impact caused by service downtime in Return Not Processed.,508,2024-10-26 16:15:17,,Low
60037289,5,"User reported Exchange Delays issue causing business disruption, impacting user satisfaction and business operations.","Service disruption in Exchange Delays due to unauthorized access, leading to revenue loss.","Performance degradation observed in Exchange Delays with memory leaks detected, requiring immediate attention.","Performance degradation observed in Exchange Delays with high CPU usage, requiring immediate attention.",Minimal impact caused by resource overload in Exchange Delays.,509,2024-10-09 11:07:23,2024-10-01 11:46:24,Low
18622947,2,"System encountered high latency in Wrong Order Status, resulting in service inconsistency.","Operational downtime in Wrong Order Status traced to network misconfiguration, causing client dissatisfaction.","User reported Wrong Order Status issue causing service inconsistency, impacting user satisfaction and business operations.",Error reported in Wrong Order Status: frequent errors. Impact on end-user experience observed.,Minimal impact caused by unauthorized access in Wrong Order Status.,510,2024-10-28 00:03:13,2024-10-04 11:00:56,Low
72034424,5,"System encountered high latency in Promo Code Not Working, resulting in business disruption.","Operational downtime in Promo Code Not Working traced to resource overload, causing revenue loss.","Service disruption in Promo Code Not Working due to unauthorized access, leading to service inconsistency.","Service disruption in Promo Code Not Working due to resource overload, leading to revenue loss.",Critical issue in Promo Code Not Working causing client dissatisfaction.,601,2024-10-17 04:06:02,,High
80446796,8,"System encountered frequent errors in Discount Misapplied, resulting in service inconsistency.",Error reported in Discount Misapplied: unexpected outages. Impact on end-user experience observed.,"Operational downtime in Discount Misapplied traced to resource overload, causing service inconsistency.","System encountered unexpected outages in Discount Misapplied, resulting in service inconsistency.",Critical issue in Discount Misapplied causing service inconsistency.,602,2024-10-26 20:47:45,2024-10-03 09:24:20,High
42119952,1,"Service disruption in Sale Price Incorrect due to resource overload, leading to service inconsistency.","Operational downtime in Sale Price Incorrect traced to service downtime, causing service inconsistency.","System encountered data corruption in Sale Price Incorrect, resulting in business disruption.","System encountered high latency in Sale Price Incorrect, resulting in service inconsistency.",Moderate disruption observed in Sale Price Incorrect due to service downtime.,603,2024-10-02 23:06:15,2024-10-01 16:16:05,Medium
67024826,10,Error reported in Discount Expired Early: unexpected outages. Impact on critical operations observed.,"Service disruption in Discount Expired Early due to network misconfiguration, leading to service inconsistency.","Operational downtime in Discount Expired Early traced to network misconfiguration, causing revenue loss.","Performance degradation observed in Discount Expired Early with 99.9% failure rate, requiring immediate attention.",Critical issue in Discount Expired Early causing revenue loss.,604,2024-10-23 07:28:13,2024-10-03 19:49:13,High
71587287,9,"System encountered unexpected outages in Promotion Not Visible, resulting in service inconsistency.","System encountered frequent errors in Promotion Not Visible, resulting in business disruption.",Error reported in Promotion Not Visible: high latency. Impact on service reliability observed.,"User reported Promotion Not Visible issue causing client dissatisfaction, impacting user satisfaction and business operations.",Minimal impact caused by unauthorized access in Promotion Not Visible.,605,2024-10-24 23:49:08,2024-10-12 00:07:39,Low
45019196,1,"Performance degradation observed in Free Shipping Not Applied with 99.9% failure rate, requiring immediate attention.",Error reported in Free Shipping Not Applied: unexpected outages. Impact on critical operations observed.,"Operational downtime in Free Shipping Not Applied traced to resource overload, causing business disruption.","Service disruption in Free Shipping Not Applied due to resource overload, leading to service inconsistency.",Minimal impact caused by network misconfiguration in Free Shipping Not Applied.,606,2024-10-09 11:44:21,2024-10-18 09:30:41,Low
19173227,4,"System encountered frequent errors in Bundle Discount Error, resulting in client dissatisfaction.","Performance degradation observed in Bundle Discount Error with memory leaks detected, requiring immediate attention.","Performance degradation observed in Bundle Discount Error with high CPU usage, requiring immediate attention.","Operational downtime in Bundle Discount Error traced to unauthorized access, causing business disruption.",Critical issue in Bundle Discount Error causing revenue loss.,607,2024-10-05 18:28:05,,High
47444472,10,"Operational downtime in Flash Sale Issue traced to network misconfiguration, causing client dissatisfaction.",Error reported in Flash Sale Issue: unexpected outages. Impact on critical operations observed.,Error reported in Flash Sale Issue: high latency. Impact on critical operations observed.,"Performance degradation observed in Flash Sale Issue with memory leaks detected, requiring immediate attention.",Moderate disruption observed in Flash Sale Issue due to unauthorized access.,608,2024-10-27 06:11:29,2024-10-29 04:28:49,Medium
92398838,7,"System encountered data corruption in Loyalty Points Not Applied, resulting in client dissatisfaction.","System encountered high latency in Loyalty Points Not Applied, resulting in service inconsistency.","Performance degradation observed in Loyalty Points Not Applied with memory leaks detected, requiring immediate attention.","Service disruption in Loyalty Points Not Applied due to network misconfiguration, leading to revenue loss.",Moderate disruption observed in Loyalty Points Not Applied due to resource overload.,610,2024-10-02 21:17:01,2024-10-16 06:17:13,Medium
71400408,4,"Service disruption in Live Chat Unavailable due to unauthorized access, leading to client dissatisfaction.","System encountered data corruption in Live Chat Unavailable, resulting in business disruption.","Performance degradation observed in Live Chat Unavailable with memory leaks detected, requiring immediate attention.","Operational downtime in Live Chat Unavailable traced to service downtime, causing client dissatisfaction.",Moderate disruption observed in Live Chat Unavailable due to unauthorized access.,701,2024-10-09 19:03:48,2024-10-01 09:02:38,Medium
47963076,1,"Performance degradation observed in Support Ticket Delays with memory leaks detected, requiring immediate attention.","Operational downtime in Support Ticket Delays traced to service downtime, causing client dissatisfaction.","User reported Support Ticket Delays issue causing business disruption, impacting user satisfaction and business operations.","Performance degradation observed in Support Ticket Delays with high CPU usage, requiring immediate attention.",Minimal impact caused by resource overload in Support Ticket Delays.,702,2024-10-07 12:36:35,2024-10-08 22:55:39,Low
84555160,6,"System encountered frequent errors in Incorrect Support Information, resulting in revenue loss.","Performance degradation observed in Incorrect Support Information with memory leaks detected, requiring immediate attention.",Error reported in Incorrect Support Information: unexpected outages. Impact on end-user experience observed.,"Service disruption in Incorrect Support Information due to service downtime, leading to revenue loss.",Critical issue in Incorrect Support Information causing revenue loss.,703,2024-10-13 05:01:09,2024-10-07 15:39:57,High
57686787,6,Error reported in Automated Response Error: failed API calls. Impact on service reliability observed.,Error reported in Automated Response Error: failed API calls. Impact on critical operations observed.,Error reported in Automated Response Error: failed API calls. Impact on service reliability observed.,"System encountered high latency in Automated Response Error, resulting in client dissatisfaction.",Critical issue in Automated Response Error causing business disruption.,704,2024-10-28 07:05:15,,High
43086506,8,"Service disruption in Chatbot Not Responding due to unauthorized access, leading to client dissatisfaction.","System encountered unexpected outages in Chatbot Not Responding, resulting in revenue loss.","Service disruption in Chatbot Not Responding due to network misconfiguration, leading to service inconsistency.","Performance degradation observed in Chatbot Not Responding with memory leaks detected, requiring immediate attention.",Minimal impact caused by resource overload in Chatbot Not Responding.,705,2024-10-22 13:16:32,2024-10-28 18:07:37,Low
76888695,3,"Performance degradation observed in Support Ticket Not Created with memory leaks detected, requiring immediate attention.","Service disruption in Support Ticket Not Created due to network misconfiguration, leading to business disruption.","System encountered unexpected outages in Support Ticket Not Created, resulting in service inconsistency.",Error reported in Support Ticket Not Created: high latency. Impact on critical operations observed.,Minimal impact caused by resource overload in Support Ticket Not Created.,706,2024-10-09 13:26:06,,Low
96122016,8,"User reported Escalation Failure issue causing business disruption, impacting user satisfaction and business operations.","System encountered unexpected outages in Escalation Failure, resulting in service inconsistency.",Error reported in Escalation Failure: failed API calls. Impact on end-user experience observed.,"Performance degradation observed in Escalation Failure with memory leaks detected, requiring immediate attention.",Moderate disruption observed in Escalation Failure due to unauthorized access.,707,2024-10-04 13:26:34,2024-10-25 12:29:32,Medium
24786680,7,Error reported in Callback Request Failed: data corruption. Impact on service reliability observed.,"Service disruption in Callback Request Failed due to unauthorized access, leading to client dissatisfaction.","User reported Callback Request Failed issue causing client dissatisfaction, impacting user satisfaction and business operations.","Service disruption in Callback Request Failed due to unauthorized access, leading to business disruption.",Moderate disruption observed in Callback Request Failed due to network misconfiguration.,708,2024-10-11 22:34:31,,Medium
25471210,4,"Operational downtime in Support Chat Disconnected traced to network misconfiguration, causing client dissatisfaction.","Performance degradation observed in Support Chat Disconnected with high CPU usage, requiring immediate attention.","User reported Support Chat Disconnected issue causing service inconsistency, impacting user satisfaction and business operations.","Performance degradation observed in Support Chat Disconnected with 99.9% failure rate, requiring immediate attention.",Critical issue in Support Chat Disconnected causing revenue loss.,709,2024-10-02 22:46:48,2024-10-23 19:04:28,High
77266593,10,"Operational downtime in No Support Agent Available traced to unauthorized access, causing service inconsistency.","User reported No Support Agent Available issue causing business disruption, impacting user satisfaction and business operations.","Service disruption in No Support Agent Available due to unauthorized access, leading to service inconsistency.","Service disruption in No Support Agent Available due to network misconfiguration, leading to business disruption.",Minimal impact caused by resource overload in No Support Agent Available.,710,2024-10-01 19:10:01,2024-10-26 10:06:38,Low
37994572,10,"Service disruption in Unauthorized Access due to network misconfiguration, leading to client dissatisfaction.","Service disruption in Unauthorized Access due to unauthorized access, leading to client dissatisfaction.","Operational downtime in Unauthorized Access traced to unauthorized access, causing service inconsistency.","Operational downtime in Unauthorized Access traced to service downtime, causing revenue loss.",Critical issue in Unauthorized Access causing client dissatisfaction.,801,2024-10-25 03:33:38,,High
30796711,10,"Operational downtime in Data Breach traced to unauthorized access, causing business disruption.","User reported Data Breach issue causing business disruption, impacting user satisfaction and business operations.","Operational downtime in Data Breach traced to network misconfiguration, causing revenue loss.","System encountered failed API calls in Data Breach, resulting in revenue loss.",Moderate disruption observed in Data Breach due to network misconfiguration.,803,2024-10-06 17:01:33,2024-10-01 23:18:06,Medium
73747361,6,"User reported Phishing Attempt issue causing revenue loss, impacting user satisfaction and business operations.","Performance degradation observed in Phishing Attempt with memory leaks detected, requiring immediate attention.",Error reported in Phishing Attempt: unexpected outages. Impact on service reliability observed.,"System encountered failed API calls in Phishing Attempt, resulting in revenue loss.",Critical issue in Phishing Attempt causing business disruption.,804,2024-10-21 21:04:54,2024-10-11 02:43:12,High
87708357,7,Error reported in Account Compromise: unexpected outages. Impact on end-user experience observed.,"Service disruption in Account Compromise due to resource overload, leading to revenue loss.","User reported Account Compromise issue causing client dissatisfaction, impacting user satisfaction and business operations.","System encountered data corruption in Account Compromise, resulting in business disruption.",Minimal impact caused by service downtime in Account Compromise.,805,2024-10-13 15:02:00,2024-10-01 00:34:09,Low
60059868,5,"System encountered data corruption in SQL Injection, resulting in client dissatisfaction.","Operational downtime in SQL Injection traced to unauthorized access, causing business disruption.","Performance degradation observed in SQL Injection with high CPU usage, requiring immediate attention.","Operational downtime in SQL Injection traced to network misconfiguration, causing business disruption.",Minimal impact caused by network misconfiguration in SQL Injection.,807,2024-10-11 22:28:45,,Low
26931645,4,"Service disruption in Cross-Site Scripting (XSS) due to network misconfiguration, leading to business disruption.","Performance degradation observed in Cross-Site Scripting (XSS) with 99.9% failure rate, requiring immediate attention.","Performance degradation observed in Cross-Site Scripting (XSS) with high CPU usage, requiring immediate attention.","System encountered unexpected outages in Cross-Site Scripting (XSS), resulting in revenue loss.",Minimal impact caused by unauthorized access in Cross-Site Scripting (XSS).,808,2024-10-20 00:54:22,,Low
86547549,6,"Service disruption in Brute Force Attack due to network misconfiguration, leading to client dissatisfaction.","Service disruption in Brute Force Attack due to service downtime, leading to business disruption.",Error reported in Brute Force Attack: data corruption. Impact on end-user experience observed.,"User reported Brute Force Attack issue causing client dissatisfaction, impacting user satisfaction and business operations.",Critical issue in Brute Force Attack causing revenue loss.,809,2024-10-28 10:52:09,2024-10-08 10:30:47,High
9386904,1,"System encountered data corruption in Privilege Escalation, resulting in revenue loss.","Service disruption in Privilege Escalation due to unauthorized access, leading to business disruption.","System encountered unexpected outages in Privilege Escalation, resulting in revenue loss.","System encountered unexpected outages in Privilege Escalation, resulting in client dissatisfaction.",Critical issue in Privilege Escalation causing business disruption.,810,2024-10-07 09:09:37,,High
14540895,5,"Service disruption in Connection Timeout due to network misconfiguration, leading to client dissatisfaction.","User reported Connection Timeout issue causing service inconsistency, impacting user satisfaction and business operations.",Error reported in Connection Timeout: data corruption. Impact on end-user experience observed.,Error reported in Connection Timeout: data corruption. Impact on critical operations observed.,Critical issue in Connection Timeout causing revenue loss.,901,2024-10-26 10:27:14,2024-10-29 15:52:43,High
98698356,10,"Operational downtime in Data Corruption traced to service downtime, causing revenue loss.","Performance degradation observed in Data Corruption with 99.9% failure rate, requiring immediate attention.","User reported Data Corruption issue causing client dissatisfaction, impacting user satisfaction and business operations.","Operational downtime in Data Corruption traced to service downtime, causing client dissatisfaction.",Critical issue in Data Corruption causing revenue loss.,902,2024-10-06 00:04:10,2024-10-12 04:27:20,High
11686406,8,Error reported in Synchronization Issues: high latency. Impact on service reliability observed.,Error reported in Synchronization Issues: unexpected outages. Impact on service reliability observed.,"System encountered failed API calls in Synchronization Issues, resulting in business disruption.","Performance degradation observed in Synchronization Issues with 99.9% failure rate, requiring immediate attention.",Moderate disruption observed in Synchronization Issues due to service downtime.,903,2024-10-10 03:11:10,2024-10-23 09:41:21,Medium
5335671,5,"Performance degradation observed in Database Migration Errors with 99.9% failure rate, requiring immediate attention.",Error reported in Database Migration Errors: failed API calls. Impact on critical operations observed.,"User reported Database Migration Errors issue causing client dissatisfaction, impacting user satisfaction and business operations.","Performance degradation observed in Database Migration Errors with high CPU usage, requiring immediate attention.",Critical issue in Database Migration Errors causing business disruption.,904,2024-10-19 09:17:04,2024-10-03 03:37:40,High
41601109,5,"System encountered failed API calls in Query Performance Issues, resulting in revenue loss.","Service disruption in Query Performance Issues due to service downtime, leading to client dissatisfaction.","Operational downtime in Query Performance Issues traced to resource overload, causing service inconsistency.",Error reported in Query Performance Issues: frequent errors. Impact on service reliability observed.,Critical issue in Query Performance Issues causing service inconsistency.,905,2024-10-19 10:23:42,2024-10-20 09:46:38,High
24648007,9,"Operational downtime in Data Backup Failure traced to service downtime, causing service inconsistency.","System encountered unexpected outages in Data Backup Failure, resulting in service inconsistency.",Error reported in Data Backup Failure: data corruption. Impact on critical operations observed.,"System encountered high latency in Data Backup Failure, resulting in business disruption.",Minimal impact caused by service downtime in Data Backup Failure.,906,2024-10-18 02:00:47,2024-10-07 12:04:02,Low
97204927,7,"System encountered frequent errors in Data Loss, resulting in service inconsistency.",Error reported in Data Loss: high latency. Impact on critical operations observed.,"Operational downtime in Data Loss traced to resource overload, causing business disruption.",Error reported in Data Loss: unexpected outages. Impact on service reliability observed.,Moderate disruption observed in Data Loss due to resource overload.,907,2024-10-22 15:50:22,,Medium
2540520,5,Error reported in Primary Key Violation: high latency. Impact on service reliability observed.,"Service disruption in Primary Key Violation due to resource overload, leading to business disruption.","Performance degradation observed in Primary Key Violation with 99.9% failure rate, requiring immediate attention.",Error reported in Primary Key Violation: unexpected outages. Impact on critical operations observed.,Moderate disruption observed in Primary Key Violation due to service downtime.,908,2024-10-03 19:32:24,,Medium
59012030,9,"System encountered failed API calls in Foreign Key Constraint Error, resulting in client dissatisfaction.","User reported Foreign Key Constraint Error issue causing client dissatisfaction, impacting user satisfaction and business operations.",Error reported in Foreign Key Constraint Error: high latency. Impact on end-user experience observed.,"Service disruption in Foreign Key Constraint Error due to resource overload, leading to revenue loss.",Moderate disruption observed in Foreign Key Constraint Error due to resource overload.,909,2024-10-22 03:18:47,2024-10-28 06:12:42,Medium
26241374,8,Error reported in Database Locking: high latency. Impact on critical operations observed.,"Service disruption in Database Locking due to resource overload, leading to client dissatisfaction.","User reported Database Locking issue causing business disruption, impacting user satisfaction and business operations.","User reported Database Locking issue causing revenue loss, impacting user satisfaction and business operations.",Critical issue in Database Locking causing service inconsistency.,910,2024-10-28 08:13:09,2024-10-05 22:07:41,High
53485000,7,"User reported Third-Party Service Error issue causing client dissatisfaction, impacting user satisfaction and business operations.","Operational downtime in Third-Party Service Error traced to resource overload, causing business disruption.","Performance degradation observed in Third-Party Service Error with memory leaks detected, requiring immediate attention.","System encountered frequent errors in Third-Party Service Error, resulting in client dissatisfaction.",Minimal impact caused by service downtime in Third-Party Service Error.,1001,2024-10-13 06:57:45,2024-10-23 06:15:29,Low
48477370,9,Error reported in API Response Timeout: high latency. Impact on service reliability observed.,"Service disruption in API Response Timeout due to network misconfiguration, leading to client dissatisfaction.","Operational downtime in API Response Timeout traced to service downtime, causing business disruption.","System encountered unexpected outages in API Response Timeout, resulting in service inconsistency.",Critical issue in API Response Timeout causing service inconsistency.,1002,2024-10-12 17:08:26,2024-10-13 17:09:19,High
68567037,2,"System encountered unexpected outages in Incorrect API Data, resulting in revenue loss.","System encountered high latency in Incorrect API Data, resulting in revenue loss.","User reported Incorrect API Data issue causing client dissatisfaction, impacting user satisfaction and business operations.","Performance degradation observed in Incorrect API Data with 99.9% failure rate, requiring immediate attention.",Minimal impact caused by network misconfiguration in Incorrect API Data.,1003,2024-10-12 13:25:38,,Low
74465374,6,"System encountered frequent errors in Authentication Failure, resulting in business disruption.","User reported Authentication Failure issue causing client dissatisfaction, impacting user satisfaction and business operations.",Error reported in Authentication Failure: high latency. Impact on service reliability observed.,Error reported in Authentication Failure: data corruption. Impact on critical operations observed.,Minimal impact caused by network misconfiguration in Authentication Failure.,1004,2024-10-11 11:53:19,2024-10-01 02:55:02,Low
3591455,2,"Operational downtime in Rate Limiting traced to unauthorized access, causing client dissatisfaction.","Performance degradation observed in Rate Limiting with memory leaks detected, requiring immediate attention.",Error reported in Rate Limiting: high latency. Impact on end-user experience observed.,"Service disruption in Rate Limiting due to network misconfiguration, leading to client dissatisfaction.",Critical issue in Rate Limiting causing client dissatisfaction.,1005,2024-10-08 05:39:52,2024-10-08 13:57:10,High
23147685,5,"Service disruption in Webhook Failure due to unauthorized access, leading to business disruption.",Error reported in Webhook Failure: failed API calls. Impact on service reliability observed.,"Operational downtime in Webhook Failure traced to resource overload, causing business disruption.",Error reported in Webhook Failure: unexpected outages. Impact on critical operations observed.,Critical issue in Webhook Failure causing client dissatisfaction.,1006,2024-10-05 01:02:17,2024-10-06 10:12:35,High
75944921,7,"Performance degradation observed in API Key Expiry with memory leaks detected, requiring immediate attention.",Error reported in API Key Expiry: unexpected outages. Impact on end-user experience observed.,"System encountered failed API calls in API Key Expiry, resulting in business disruption.","Performance degradation observed in API Key Expiry with high CPU usage, requiring immediate attention.",Moderate disruption observed in API Key Expiry due to unauthorized access.,1007,2024-10-14 02:17:52,2024-10-08 10:55:12,Medium
94389321,4,"Service disruption in Invalid API Request due to network misconfiguration, leading to client dissatisfaction.","System encountered frequent errors in Invalid API Request, resulting in service inconsistency.",Error reported in Invalid API Request: failed API calls. Impact on service reliability observed.,"User reported Invalid API Request issue causing revenue loss, impacting user satisfaction and business operations.",Moderate disruption observed in Invalid API Request due to network misconfiguration.,1008,2024-10-16 03:43:02,2024-10-28 20:09:13,Medium
92532930,3,Error reported in Malformed Response: failed API calls. Impact on service reliability observed.,"Performance degradation observed in Malformed Response with high CPU usage, requiring immediate attention.","Operational downtime in Malformed Response traced to resource overload, causing service inconsistency.","Performance degradation observed in Malformed Response with 99.9% failure rate, requiring immediate attention.",Moderate disruption observed in Malformed Response due to resource overload.,1009,2024-10-22 05:22:19,,Medium
16674400,4,"Service disruption in API Versioning Issues due to unauthorized access, leading to service inconsistency.","System encountered data corruption in API Versioning Issues, resulting in revenue loss.",Error reported in API Versioning Issues: unexpected outages. Impact on end-user experience observed.,Error reported in API Versioning Issues: data corruption. Impact on service reliability observed.,Critical issue in API Versioning Issues causing service inconsistency.,2000,2024-10-07 20:24:37,2024-10-03 20:43:27,High
16253133,2,"Operational downtime in Slow Page Load traced to unauthorized access, causing revenue loss.","Operational downtime in Slow Page Load traced to service downtime, causing revenue loss.","System encountered unexpected outages in Slow Page Load, resulting in service inconsistency.","User reported Slow Page Load issue causing business disruption, impacting user satisfaction and business operations.",Critical issue in Slow Page Load causing revenue loss.,101,2024-10-22 02:39:20,,High
88924852,4,"User reported Server Downtime issue causing business disruption, impacting user satisfaction and business operations.","User reported Server Downtime issue causing service inconsistency, impacting user satisfaction and business operations.","Performance degradation observed in Server Downtime with high CPU usage, requiring immediate attention.","Service disruption in Server Downtime due to unauthorized access, leading to client dissatisfaction.",Moderate disruption observed in Server Downtime due to service downtime.,102,2024-10-14 04:33:38,2024-10-20 23:01:55,Medium
59808247,1,"Performance degradation observed in High Response Time with high CPU usage, requiring immediate attention.","User reported High Response Time issue causing client dissatisfaction, impacting user satisfaction and business operations.","Operational downtime in High Response Time traced to unauthorized access, causing service inconsistency.",Error reported in High Response Time: data corruption. Impact on service reliability observed.,Critical issue in High Response Time causing client dissatisfaction.,103,2024-10-07 06:13:54,,High
45786712,3,"User reported CDN Issues issue causing business disruption, impacting user satisfaction and business operations.","Operational downtime in CDN Issues traced to resource overload, causing business disruption.","Performance degradation observed in CDN Issues with memory leaks detected, requiring immediate attention.","Operational downtime in CDN Issues traced to resource overload, causing service inconsistency.",Critical issue in CDN Issues causing revenue loss.,104,2024-10-01 03:29:28,,High
4310514,3,"User reported Caching Problems issue causing service inconsistency, impacting user satisfaction and business operations.","System encountered frequent errors in Caching Problems, resulting in revenue loss.","Operational downtime in Caching Problems traced to resource overload, causing client dissatisfaction.","Service disruption in Caching Problems due to unauthorized access, leading to business disruption.",Minimal impact caused by network misconfiguration in Caching Problems.,105,2024-10-20 08:42:44,,Low
62047920,3,"Service disruption in Image Loading Issues due to service downtime, leading to revenue loss.",Error reported in Image Loading Issues: unexpected outages. Impact on service reliability observed.,"System encountered failed API calls in Image Loading Issues, resulting in revenue loss.","Performance degradation observed in Image Loading Issues with 99.9% failure rate, requiring immediate attention.",Critical issue in Image Loading Issues causing client dissatisfaction.,106,2024-10-20 19:26:46,2024-10-18 00:31:17,High
24279193,9,"Performance degradation observed in Broken Links with 99.9% failure rate, requiring immediate attention.","Service disruption in Broken Links due to resource overload, leading to client dissatisfaction.","System encountered failed API calls in Broken Links, resulting in business disruption.","Operational downtime in Broken Links traced to unauthorized access, causing revenue loss.",Moderate disruption observed in Broken Links due to unauthorized access.,107,2024-10-25 03:07:58,2024-10-25 09:16:38,Medium
54169774,4,"User reported CSS Not Loading issue causing client dissatisfaction, impacting user satisfaction and business operations.","Service disruption in CSS Not Loading due to resource overload, leading to revenue loss.","System encountered frequent errors in CSS Not Loading, resulting in business disruption.","User reported CSS Not Loading issue causing client dissatisfaction, impacting user satisfaction and business operations.",Critical issue in CSS Not Loading causing business disruption.,108,2024-10-27 07:13:51,2024-10-12 04:47:15,High
96371604,2,"User reported JavaScript Errors issue causing revenue loss, impacting user satisfaction and business operations.","Performance degradation observed in JavaScript Errors with high CPU usage, requiring immediate attention.",Error reported in JavaScript Errors: high latency. Impact on critical operations observed.,"Performance degradation observed in JavaScript Errors with memory leaks detected, requiring immediate attention.",Critical issue in JavaScript Errors causing client dissatisfaction.,109,2024-10-02 04:19:27,,High
27962783,6,"Performance degradation observed in Third-Party Script Issues with memory leaks detected, requiring immediate attention.","Operational downtime in Third-Party Script Issues traced to network misconfiguration, causing client dissatisfaction.","Service disruption in Third-Party Script Issues due to resource overload, leading to business disruption.",Error reported in Third-Party Script Issues: failed API calls. Impact on critical operations observed.,Minimal impact caused by unauthorized access in Third-Party Script Issues.,110,2024-10-12 10:49:15,,Low
15844059,7,"User reported Payment Gateway Error issue causing service inconsistency, impacting user satisfaction and business operations.","System encountered frequent errors in Payment Gateway Error, resulting in client dissatisfaction.","Performance degradation observed in Payment Gateway Error with high CPU usage, requiring immediate attention.",Error reported in Payment Gateway Error: unexpected outages. Impact on service reliability observed.,Critical issue in Payment Gateway Error causing client dissatisfaction.,201,2024-10-28 21:46:10,2024-10-04 02:47:59,High
5279289,2,"Operational downtime in Order Processing Failure traced to unauthorized access, causing revenue loss.","User reported Order Processing Failure issue causing business disruption, impacting user satisfaction and business operations.","Operational downtime in Order Processing Failure traced to unauthorized access, causing revenue loss.","User reported Order Processing Failure issue causing revenue loss, impacting user satisfaction and business operations.",Critical issue in Order Processing Failure causing client dissatisfaction.,202,2024-10-17 15:17:59,2024-10-12 01:43:57,High
13133377,5,"User reported Shipping Address Error issue causing revenue loss, impacting user satisfaction and business operations.","User reported Shipping Address Error issue causing business disruption, impacting user satisfaction and business operations.","Service disruption in Shipping Address Error due to network misconfiguration, leading to revenue loss.","User reported Shipping Address Error issue causing client dissatisfaction, impacting user satisfaction and business operations.",Critical issue in Shipping Address Error causing service inconsistency.,204,2024-10-19 07:27:08,2024-10-17 07:39:37,High
11479838,4,"Operational downtime in Tax Calculation Issues traced to unauthorized access, causing revenue loss.","Service disruption in Tax Calculation Issues due to resource overload, leading to service inconsistency.","Performance degradation observed in Tax Calculation Issues with high CPU usage, requiring immediate attention.",Error reported in Tax Calculation Issues: unexpected outages. Impact on end-user experience observed.,Critical issue in Tax Calculation Issues causing service inconsistency.,205,2024-10-18 05:22:34,,High
45005192,3,Error reported in Order Duplication: high latency. Impact on end-user experience observed.,"System encountered high latency in Order Duplication, resulting in revenue loss.","User reported Order Duplication issue causing business disruption, impacting user satisfaction and business operations.","User reported Order Duplication issue causing revenue loss, impacting user satisfaction and business operations.",Minimal impact caused by network misconfiguration in Order Duplication.,206,2024-10-22 08:50:50,2024-10-13 07:54:12,Low
19570910,6,"System encountered frequent errors in Invalid Promo Code, resulting in service inconsistency.","System encountered unexpected outages in Invalid Promo Code, resulting in business disruption.","Operational downtime in Invalid Promo Code traced to resource overload, causing revenue loss.","Operational downtime in Invalid Promo Code traced to unauthorized access, causing service inconsistency.",Minimal impact caused by network misconfiguration in Invalid Promo Code.,207,2024-10-26 08:32:26,,Low
77656260,9,"Performance degradation observed in Discount Calculation Errors with memory leaks detected, requiring immediate attention.","System encountered data corruption in Discount Calculation Errors, resulting in business disruption.","Performance degradation observed in Discount Calculation Errors with 99.9% failure rate, requiring immediate attention.","Performance degradation observed in Discount Calculation Errors with high CPU usage, requiring immediate attention.",Minimal impact caused by resource overload in Discount Calculation Errors.,208,2024-10-03 00:07:43,,Low
